scorer,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo
bodyparts,nose,nose,leftear,leftear,rightear,rightear,lefthand,lefthand,righthand,righthand,leftfoot,leftfoot,rightfoot,rightfoot,tailbegin,tailbegin,tailend,tailend
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\20210525_natural_movement\img004475.png,117.47815642775504,678.486104710257,241.92338651127807,625.1524346744613,207.98377830668096,589.5966546505975,190.205888294749,744.749149300185,165.96331100575094,723.7389156497201,350.20689840213595,825.5577402635117,243.53955833054465,822.3253966249787,,,83.5385482231577,849.8003175525098
labeled-data\20210525_natural_movement\img005955.png,227.37784013787928,589.5966546505975,308.18643110120615,618.6877473973952,,,275.8629947158754,854.6488330103094,174.04417010208363,853.0326611910428,353.4392420406691,825.5577402635117,240.3072146920117,825.5577402635117,,,81.92237640389112,854.6488330103094
labeled-data\20210525_natural_movement\img006223.png,65.76065821122575,436.0603318202766,214.44846558374707,434.44416000101023,,,81.92237640389112,555.6570464460003,104.5487818736226,494.242517313872,351.82307022140253,820.7092248057121,241.92338651127807,823.9415684442453,,,91.61940731949039,844.9518020947102
labeled-data\20210525_natural_movement\img011104.png,657.2795440627776,224.34182349636058,,,542.5313448948536,235.6550262312262,662.1280595205774,390.8075208808136,566.7739221838517,309.998929917487,392.22736570306597,857.8811766488425,295.2570565470737,872.4267230222413,266.16596380027613,780.3049293240488,101.31643823508966,848.1841457332432
labeled-data\20210525_natural_movement\img014300.png,642.7339976893788,225.95799531562716,519.9049394251222,259.89760352022427,586.1679840150503,251.81674442389158,644.3501695086454,327.7768199294187,663.744231339844,345.55470994135067,424.5508020883965,870.8105512029748,516.6725957865892,888.5884412149067,332.4290083902042,759.2946956735838,68.99300184975891,875.6590666607743
labeled-data\20210525_natural_movement\img014694.png,,,,,,,,,,,,,,,334.0451802094706,822.3253966249787,141.72073371675287,914.4471903231712
labeled-data\20210525_natural_movement\img015837.png,550.6122039911863,230.80651077342668,,,374.449475691134,235.6550262312262,482.7329875819919,324.54447629088577,440.7125202810621,352.01939721841677,364.75244477553474,874.0428948415079,292.0247129085408,888.5884412149067,207.98377830668096,785.1534447818484,75.45768912682502,865.9620357451752
labeled-data\20210525_natural_movement\img018931.png,39.901909102961326,143.5332325330337,127.17518734335408,53.027610654107775,,,114.24581278922187,153.23026344863297,39.901909102961326,200.0992462073625,162.730967367218,544.3438437111346,91.61940731949039,709.1933692763212,212.83229376448048,647.7788401441928,81.92237640389112,849.8003175525098
labeled-data\20210525_natural_movement\img019671.png,557.0768912682524,114.44213978623611,,,416.46994299206403,9.390971533911397,434.24783300399577,111.20979614770295,324.34814929387153,104.74510887063684,479.50064394345895,657.4758710597921,298.4894001856069,767.3755547699164,325.9643211131379,689.7993074451227,96.46792277728991,899.9016439497724
labeled-data\20210525_natural_movement\img020710.png,,,413.23759935353087,216.2609644000279,468.1874412085931,214.6447925807613,,,,,447.1772075581282,693.0316510836558,,,429.39931754619624,626.7686064937279,400.30822479939866,874.0428948415079
labeled-data\20210525_natural_movement\img021480.png,484.3491594012585,765.75938295065,,,388.9950220645328,684.9507919873232,384.1465066067333,814.244537528646,385.76267842599987,840.1032866369105,,,285.5600256314747,838.487114817644,93.23557913875698,815.8607093479126,237.07487105347855,925.7603930580369
labeled-data\20210525_natural_movement\img021622.png,361.5201011370018,865.9620357451752,351.82307022140253,697.8801665414554,277.479166535142,728.5874311075196,,,266.16596380027613,882.1237539378405,,,,,,,73.84151730755843,874.0428948415079
labeled-data\20210525_natural_movement\img022096.png,558.693063087519,117.67448342476928,,,455.2580666544609,141.91706071376734,681.5221213517757,196.86690256882935,644.3501695086454,180.70518437616397,654.0472004242447,552.4247028074673,645.966341327912,762.5270393121169,429.39931754619624,675.2537610717239,203.1352628488812,857.8811766488425
labeled-data\20210525_natural_movement\img022842.png,201.51909102961486,765.75938295065,238.69104287274513,673.6375892524574,156.2662800901519,680.1022765295236,245.15573014981123,857.8811766488425,195.05440375254852,827.1739120827783,306.57025928193957,825.5577402635117,,,377.6818193296672,762.5270393121169,545.7636885333868,811.0121938901129
labeled-data\20210525_natural_movement\img023466.png,,,101.31643823508966,78.88635976237242,,,65.76065821122575,171.00815346056493,33.437221825894994,213.02862076149472,86.77089186169087,613.8392319395956,67.37683003049233,513.6365791450704,233.84252741494538,644.5464965056598,167.57948282501752,815.8607093479126
